0.00E+00	0.00E+00
0.00E+00	0.00E+00
0.00E+00	0.00E+00
0.00E+00	0.00E+00
0.00E+00	0.00E+00
0.00E+00	0.00E+00
0.00E+00	0.00E+00
0.00E+00	0.00E+00
0.00E+00	0.00E+00
0.00E+00	0.00E+00
0.00E+00	0.00E+00
0.00E+00	0.00E+00
0.00E+00	0.00E+00
0.00E+00	0.00E+00
0.00E+00	0.00E+00
0.00E+00	0.00E+00
0.00E+00	0.00E+00
0.00E+00	0.00E+00
0.00E+00	0.00E+00
0.00E+00	0.00E+00
0.00E+00	0.00E+00
0.00E+00	0.00E+00
0.00E+00	0.00E+00
-1.85E-06	2.76E-06
1.22E-05	-5.29E-06
4.56E-05	-1.26E-05
9.02E-05	-1.73E-05
1.39E-04	-1.98E-05
1.87E-04	-2.06E-05
2.30E-04	-1.99E-05
2.67E-04	-1.81E-05
2.95E-04	-1.52E-05
3.14E-04	-1.11E-05
3.23E-04	-5.46E-06
3.21E-04	1.99E-06
3.07E-04	1.13E-05
2.80E-04	2.21E-05
2.41E-04	3.34E-05
1.92E-04	4.32E-05
1.35E-04	4.90E-05
7.82E-05	4.74E-05
2.94E-05	3.55E-05
2.16E-06	1.25E-05
0.00E+00	0.00E+00
0.00E+00	0.00E+00
4.28E-06	-1.75E-05
4.82E-05	-6.59E-05
1.25E-04	-1.04E-04
2.16E-04	-1.25E-04
3.07E-04	-1.32E-04
3.88E-04	-1.25E-04
4.55E-04	-1.09E-04
5.04E-04	-8.63E-05
5.36E-04	-5.79E-05
5.51E-04	-2.43E-05
5.50E-04	1.48E-05
5.34E-04	5.98E-05
5.02E-04	1.10E-04
4.55E-04	1.64E-04
3.92E-04	2.15E-04
3.15E-04	2.57E-04
2.28E-04	2.78E-04
1.38E-04	2.66E-04
5.77E-05	2.05E-04
7.58E-06	8.48E-05
0.00E+00	0.00E+00
0.00E+00	0.00E+00
8.19E-06	-6.50E-05
6.88E-05	-1.80E-04
1.62E-04	-2.54E-04
2.56E-04	-2.86E-04
3.35E-04	-2.82E-04
3.88E-04	-2.52E-04
4.15E-04	-2.08E-04
4.18E-04	-1.55E-04
4.05E-04	-9.78E-05
3.82E-04	-3.74E-05
3.56E-04	2.83E-05
3.30E-04	1.02E-04
3.06E-04	1.85E-04
2.80E-04	2.76E-04
2.50E-04	3.67E-04
2.11E-04	4.47E-04
1.62E-04	4.96E-04
1.04E-04	4.87E-04
4.60E-05	3.90E-04
6.30E-06	1.70E-04
0.00E+00	0.00E+00
0.00E+00	0.00E+00
1.16E-05	-1.27E-04
7.18E-05	-3.13E-04
1.43E-04	-4.05E-04
1.87E-04	-4.20E-04
1.85E-04	-3.80E-04
1.35E-04	-3.12E-04
4.70E-05	-2.37E-04
-6.20E-05	-1.70E-04
-1.72E-04	-1.16E-04
-2.64E-04	-7.32E-05
-3.24E-04	-3.28E-05
-3.44E-04	1.61E-05
-3.24E-04	8.34E-05
-2.72E-04	1.74E-04
-1.99E-04	2.85E-04
-1.21E-04	4.02E-04
-5.51E-05	4.97E-04
-1.15E-05	5.32E-04
5.86E-06	4.57E-04
3.83E-06	2.13E-04
0.00E+00	0.00E+00
0.00E+00	0.00E+00
1.51E-05	-1.91E-04
4.74E-05	-4.16E-04
3.60E-05	-4.76E-04
-5.94E-05	-4.21E-04
-2.48E-04	-3.10E-04
-5.12E-04	-1.95E-04
-8.18E-04	-1.12E-04
-1.13E-03	-8.31E-05
-1.39E-03	-1.10E-04
-1.58E-03	-1.78E-04
-1.67E-03	-2.63E-04
-1.65E-03	-3.34E-04
-1.52E-03	-3.63E-04
-1.31E-03	-3.29E-04
-1.03E-03	-2.25E-04
-7.32E-04	-6.37E-05
-4.52E-04	1.22E-04
-2.22E-04	2.77E-04
-6.64E-05	3.28E-04
3.70E-07	1.87E-04
0.00E+00	0.00E+00
0.00E+00	0.00E+00
1.70E-05	-2.26E-04
-3.27E-05	-3.89E-04
-2.41E-04	-3.04E-04
-6.30E-04	-9.43E-05
-1.18E-03	1.28E-04
-1.82E-03	2.76E-04
-2.50E-03	2.96E-04
-3.12E-03	1.69E-04
-3.61E-03	-8.92E-05
-3.92E-03	-4.36E-04
-4.01E-03	-8.13E-04
-3.87E-03	-1.15E-03
-3.52E-03	-1.39E-03
-3.00E-03	-1.49E-03
-2.37E-03	-1.41E-03
-1.71E-03	-1.17E-03
-1.08E-03	-8.19E-04
-5.52E-04	-4.20E-04
-1.79E-04	-8.28E-05
-5.35E-06	6.32E-05
0.00E+00	0.00E+00
0.00E+00	0.00E+00
1.61E-05	-1.58E-04
-2.30E-04	-6.95E-06
-8.55E-04	4.38E-04
-1.81E-03	9.36E-04
-3.00E-03	1.30E-03
-4.29E-03	1.40E-03
-5.53E-03	1.19E-03
-6.60E-03	6.73E-04
-7.38E-03	-8.61E-05
-7.78E-03	-9.89E-04
-7.78E-03	-1.91E-03
-7.38E-03	-2.73E-03
-6.62E-03	-3.33E-03
-5.59E-03	-3.63E-03
-4.39E-03	-3.59E-03
-3.15E-03	-3.21E-03
-1.99E-03	-2.54E-03
-1.03E-03	-1.71E-03
-3.38E-04	-8.65E-04
-1.27E-05	-1.86E-04
0.00E+00	0.00E+00
0.00E+00	0.00E+00
-2.41E-06	1.94E-04
-6.77E-04	1.22E-03
-2.13E-03	2.42E-03
-4.11E-03	3.38E-03
-6.38E-03	3.85E-03
-8.68E-03	3.69E-03
-1.08E-02	2.90E-03
-1.24E-02	1.57E-03
